x_min x_max x_center mean median std n_orig n_match n_found
0.001 0.001584893192461114 0.0012924465962305572 nan 0.0 nan 0 0 0
0.001584893192461114 0.0025118864315095794 0.002048389811985347 nan 0.0 nan 0 0 0
0.0025118864315095794 0.003981071705534973 0.0032464790685222764 nan 0.0 nan 0 0 0
0.003981071705534973 0.00630957344480193 0.005145322575168452 nan 0.0 nan 0 0 0
0.00630957344480193 0.01 0.008154786722400966 nan 0.0 nan 0 0 0
0.01 0.01584893192461114 0.012924465962305572 299.0372790633204 262.1246946334552 156.23255034372784 297 0 0
0.01584893192461114 0.025118864315095808 0.020483898119853475 179.24465408925204 164.08520552219696 87.48896029725661 427 0 0
0.025118864315095808 0.039810717055349734 0.032464790685222775 126.32779004067325 101.21771271552015 71.14757510353132 538 0 0
0.039810717055349734 0.06309573444801933 0.05145322575168453 77.52044991519148 64.58807177611368 44.25391336174841 667 0 0
0.06309573444801933 0.1 0.08154786722400967 48.50157792606503 40.31801251850461 27.625956004621788 888 0 0
0.1 0.15848931924611143 0.1292446596230557 28.97991775270407 24.98639123733189 15.119573712820245 913 0 0
0.15848931924611143 0.25118864315095824 0.20483898119853483 19.454763006181572 16.633395805162714 10.606781889874814 822 0 0
0.25118864315095824 0.3981071705534973 0.3246479068522278 12.538714545995212 10.736981037671509 6.780398461669336 708 0 0
0.3981071705534973 0.6309573444801936 0.5145322575168454 7.436261424633204 6.491629575846565 3.8433287714053823 585 0 0
0.6309573444801936 1.0 0.8154786722400968 4.724498152514369 3.9734689008994177 2.533236799067025 385 0 0
1.0 1.584893192461114 1.292446596230557 2.4211645705532945 2.0419160754515415 1.3784929622021878 304 483 483
1.584893192461114 2.5118864315095824 2.048389811985348 1.1206113377853102 1.0227220915267237 0.2694988562095231 466 1891 1891
2.5118864315095824 3.981071705534973 3.2464790685222775 0.9758467923510421 0.971064279486005 0.11250296189434221 459 2160 2160
3.981071705534973 6.309573444801936 5.145322575168454 0.9701140068183246 0.9771043362242919 0.11581157526157852 362 1659 1659
6.309573444801936 10.0 8.154786722400967 1.0009472894869473 0.9973779509736692 0.05360301729849325 251 1053 1053
10.0 15.848931924611142 12.924465962305572 1.0033084269247767 0.9995995672883197 0.034557745380977126 165 528 528
15.848931924611142 25.11886431509582 20.48389811985348 1.0068992474666854 1.0053687787128471 0.01980904151468452 87 305 305
25.11886431509582 39.81071705534978 32.464790685222795 0.9014322728966301 1.0018244320472196 0.37990870338892435 58 166 166
39.81071705534978 63.09573444801943 51.4532257516846 0.9385822148433276 1.0110047436795664 0.3346922682712086 41 103 103
63.09573444801943 100.0 81.5478672240097 0.8987280831585525 1.0 0.27268117725842994 28 103 103
