|              Name | RAh | RAm |  RAs | DE- | DEd | DEm | DEs | TT |  SFRa |  KLum |                 DM |                Dist | n_clust |      reference |
|           DBSB 80 |  12 |  50 | 23.0 |   - |  61 |  34 |   9 | 99 | -99.0 | -99.0 | 11.643936001772673 |               2.132 |       1 |   heasarc_mwsc |
|          NGC 5606 |  14 |  27 | 47.0 |   - |  59 |  37 |   8 | 99 | -99.0 | -99.0 | 11.653083336472193 |               2.141 |       1 |   heasarc_mwsc |
|          FSR 0978 |   5 |  48 |  2.0 |   + |   5 |  23 |   7 | 99 | -99.0 | -99.0 | 11.655110855209145 |  2.1430000000000002 |       1 |   heasarc_mwsc |
|           BDSB 93 |   6 |  57 | 11.0 |   - |   8 |  11 |   4 | 99 | -99.0 | -99.0 | 11.685298631602624 |               2.173 |       1 |   heasarc_mwsc |
|          NGC 6834 |  19 |  52 | 12.0 |   + |  29 |  24 |   6 | 99 | -99.0 | -99.0 | 11.685298631602624 |               2.173 |       1 |   heasarc_mwsc |
|          NGC 2421 |   7 |  36 | 14.0 |   - |  20 |  36 |   6 | 99 | -99.0 | -99.0 | 11.690289377098782 |               2.178 |       1 |   heasarc_mwsc |
|     S 242,Sh2 242 |   5 |  52 | 13.0 |   + |  26 |  57 |   5 | 99 | -99.0 | -99.0 | 11.698250788068421 |               2.186 |       1 |   heasarc_mwsc |
|          DBSB 155 |  16 |  10 | 12.0 |   - |  52 |   8 |   1 | 99 | -99.0 | -99.0 | 11.698250788068421 |               2.186 |       1 |   heasarc_mwsc |
|           DBSB 62 |  11 |  11 | 20.0 |   - |  61 |  17 |   4 | 99 | -99.0 | -99.0 | 11.699243915188184 |               2.187 |       1 |   heasarc_mwsc |
|       Trumpler 17 |  10 |  56 | 28.0 |   - |  59 |  13 |   4 | 99 | -99.0 | -99.0 | 11.706183116193461 |               2.194 |       1 |   heasarc_mwsc |
|           ASCC 52 |   9 |  27 | 59.0 |   - |  54 |  15 |   0 | 99 | -99.0 | -99.0 |  11.71211340411103 |                 2.2 |       1 |   heasarc_mwsc |
|       Ruprecht 92 |  10 |  53 | 31.0 |   - |  61 |  42 |   0 | 99 | -99.0 | -99.0 |  11.72294371289357 |               2.211 |       1 |   heasarc_mwsc |
|          NGC 6200 |  16 |  44 | 10.0 |   - |  47 |  27 |   9 | 99 | -99.0 | -99.0 |  11.72588808271352 |               2.214 |       1 |   heasarc_mwsc |
|          FSR 0816 |   5 |  39 | 20.0 |   + |  31 |  31 |   0 | 99 | -99.0 | -99.0 | 11.731764872253194 |                2.22 |       1 |   heasarc_mwsc |
|          FSR 1125 |   6 |  50 | 20.0 |   - |   5 |  28 |   2 | 99 | -99.0 | -99.0 | 11.731764872253194 |                2.22 |       1 |   heasarc_mwsc |
|           IC 2581 |  10 |  27 | 36.0 |   - |  57 |  38 |   4 | 99 | -99.0 | -99.0 | 11.732742792742371 |               2.221 |       1 |   heasarc_mwsc |
|          Basel 18 |  13 |  27 | 52.0 |   - |  62 |  19 |   8 | 99 | -99.0 | -99.0 | 11.737625799993449 |               2.226 |       1 |   heasarc_mwsc |
|           Danks 2 |  13 |  12 | 54.0 |   - |  62 |  40 |   0 | 99 | -99.0 | -99.0 | 11.742497851419188 |               2.231 |       1 |   heasarc_mwsc |
|        Haffner 15 |   7 |  45 | 32.0 |   - |  32 |  50 |   9 | 99 | -99.0 | -99.0 | 11.748329920483151 |               2.237 |       1 |   heasarc_mwsc |
|       Trumpler 14 |  10 |  43 | 55.0 |   - |  59 |  33 |   3 | 99 | -99.0 | -99.0 | 11.758981534485116 |               2.248 |       1 |   heasarc_mwsc |
|          NGC 2489 |   7 |  56 | 19.0 |   - |  30 |   4 |   0 | 99 | -99.0 | -99.0 | 11.765732731069896 |               2.255 |       1 |   heasarc_mwsc |
|         Pismis 17 |  11 |   1 |  5.0 |   - |  59 |  52 |   5 | 99 | -99.0 | -99.0 | 11.765732731069896 |               2.255 |       1 |   heasarc_mwsc |
|         Bochum 11 |  10 |  47 | 15.0 |   - |  60 |   5 |   0 | 99 | -99.0 | -99.0 | 11.771502811726798 |               2.261 |       1 |   heasarc_mwsc |
|     Collinder 115 |   6 |  46 | 35.0 |   + |   1 |  47 |   8 | 99 | -99.0 | -99.0 | 11.782041635194908 |  2.2720000000000002 |       1 |   heasarc_mwsc |
|           DBSB 69 |  11 |  33 | 49.0 |   - |  63 |  17 |   1 | 99 | -99.0 | -99.0 | 11.782997178624854 |               2.273 |       1 |   heasarc_mwsc |
| Andrews-Lindsay 5 |  18 |  44 | 20.0 |   - |   4 |  55 |   8 | 99 | -99.0 | -99.0 | 11.798228963372715 |               2.289 |       1 |   heasarc_mwsc |
|        Trumpler 9 |   7 |  55 | 41.0 |   - |  25 |  52 |   8 | 99 | -99.0 | -99.0 | 11.800125445946989 |               2.291 |       1 |   heasarc_mwsc |
|           IC 2157 |   6 |   4 | 50.0 |   + |  24 |   4 |   2 | 99 | -99.0 | -99.0 | 11.818999727395546 |               2.311 |       1 |   heasarc_mwsc |
|      Markarian 38 |  18 |  15 | 29.0 |   - |  19 |   0 |   9 | 99 | -99.0 | -99.0 | 11.825567158137886 |               2.318 |       1 |   heasarc_mwsc |
|           ASCC 62 |  10 |  51 |  4.0 |   - |  60 |   5 |   1 | 99 | -99.0 | -99.0 | 11.829311077012775 |               2.322 |       1 |   heasarc_mwsc |
|          FSR 1345 |   8 |  40 | 51.0 |   - |  25 |  22 |   5 | 99 | -99.0 | -99.0 | 11.836779605130094 |                2.33 |       1 |   heasarc_mwsc |
|        Teutsch 80 |  14 |  53 | 24.0 |   - |  60 |  29 |   1 | 99 | -99.0 | -99.0 | 11.857186587020504 |               2.352 |       1 |   heasarc_mwsc |
|     Collinder 228 |  10 |  43 | 56.0 |   - |  60 |   5 |   2 | 99 | -99.0 | -99.0 | 11.862719003795352 |               2.358 |       1 |   heasarc_mwsc |
|          NGC 3324 |  10 |  37 | 19.0 |   - |  58 |  38 |   1 | 99 | -99.0 | -99.0 | 11.865479935393633 |               2.361 |       1 |   heasarc_mwsc |
|           DBSB 10 |   7 |  35 | 26.0 |   - |  22 |  23 |   7 | 99 | -99.0 | -99.0 | 11.866399466387481 |               2.362 |       1 |   heasarc_mwsc |
|          FSR 1630 |  12 |  48 | 43.0 |   - |  62 |   8 |   1 | 99 | -99.0 | -99.0 | 11.871908490254409 |               2.368 |       1 |   heasarc_mwsc |
|          FSR 1178 |   7 |   5 | 24.0 |   - |  10 |  40 |   8 | 99 | -99.0 | -99.0 | 11.878318069804429 |               2.375 |       1 |   heasarc_mwsc |
|          BDSB 107 |  18 |   0 | 46.0 |   - |  24 |   4 |   4 | 99 | -99.0 | -99.0 | 11.881059251413365 |               2.378 |       1 |   heasarc_mwsc |
|          DBSB 113 |  17 |   0 | 29.0 |   - |  40 |  33 |   7 | 99 | -99.0 | -99.0 | 11.884708785733793 |               2.382 |       1 |   heasarc_mwsc |
|          NGC 2453 |   7 |  47 | 37.0 |   - |  27 |  11 |   6 | 99 | -99.0 | -99.0 | 11.885620211732281 |               2.383 |       1 |   heasarc_mwsc |
|         Alessi 53 |   6 |  29 | 19.0 |   + |   9 |   9 |   9 | 99 | -99.0 | -99.0 | 11.895620730351958 |               2.394 |       1 |   heasarc_mwsc |
|         Bochum 15 |   7 |  40 | 10.0 |   - |  33 |  32 |   4 | 99 | -99.0 | -99.0 | 11.919076829902156 |                2.42 |       1 |   heasarc_mwsc |
|         Loden 112 |  10 |  32 | 20.0 |   - |  56 |  41 |   7 | 99 | -99.0 | -99.0 | 11.928031367991561 |                2.43 |       1 |   heasarc_mwsc |
|          Ivanov 6 |   7 |  24 | 14.0 |   - |  24 |  38 |   0 | 99 | -99.0 | -99.0 | 11.931602869470229 |               2.434 |       1 |   heasarc_mwsc |
|        ESO 589-26 |  18 |   2 | 17.0 |   - |  21 |  55 |   0 | 99 | -99.0 | -99.0 | 11.931602869470229 |               2.434 |       1 |   heasarc_mwsc |
|       Berkeley 79 |  18 |  44 | 56.0 |   - |   1 |   9 |   3 | 99 | -99.0 | -99.0 | 11.931602869470229 |               2.434 |       1 |   heasarc_mwsc |
|          NGC 3293 |  10 |  35 | 49.0 |   - |  58 |  13 |   8 | 99 | -99.0 | -99.0 | 11.937838897085943 |               2.441 |       1 |   heasarc_mwsc |
|          Stock 14 |  11 |  43 | 48.0 |   - |  62 |  31 |   2 | 99 | -99.0 | -99.0 | 11.949372791954925 |               2.454 |       1 |   heasarc_mwsc |
|           Sh2 88B |  19 |  46 | 48.0 |   + |  25 |  10 |   3 | 99 | -99.0 | -99.0 | 11.964363727010397 |               2.471 |       1 |   heasarc_mwsc |
|          NGC 7037 |  21 |  10 | 55.0 |   + |  33 |  43 |   9 | 99 | -99.0 | -99.0 | 11.964363727010397 |               2.471 |       1 |   heasarc_mwsc |
|          FSR 0134 |  19 |  24 | 29.0 |   + |  16 |  53 |   7 | 99 | -99.0 | -99.0 | 11.970506510200224 |               2.478 |       1 |   heasarc_mwsc |
|         Bochum 12 |  10 |  57 | 22.0 |   - |  61 |  43 |   5 | 99 | -99.0 | -99.0 | 11.976631965346755 |               2.485 |       1 |   heasarc_mwsc |
|          NGC 6561 |  18 |  10 | 27.0 |   - |  16 |  43 |   8 | 99 | -99.0 | -99.0 | 11.979251880093905 |               2.488 |       1 |   heasarc_mwsc |
|        Czernik 19 |   4 |  57 |  6.0 |   + |  28 |  46 |   9 | 99 | -99.0 | -99.0 | 11.988831280632251 |               2.499 |       1 |   heasarc_mwsc |
|         MWSC 4287 |  16 |  42 | 36.0 |   - |  24 |  27 |   6 | 99 | -99.0 | -99.0 | 12.010446752860485 |               2.524 |       1 |   heasarc_mwsc |
|          FSR 0035 |  18 |   4 | 17.0 |   - |  20 |  10 |   7 | 99 | -99.0 | -99.0 | 12.011306912273401 |               2.525 |       1 |   heasarc_mwsc |
|            DBSB 7 |   7 |  35 | 32.0 |   - |  18 |  45 |   9 | 99 | -99.0 | -99.0 | 12.031849177346338 |               2.549 |       1 |   heasarc_mwsc |
|           Hogg 11 |  11 |  11 | 37.0 |   - |  60 |  23 |   4 | 99 | -99.0 | -99.0 | 12.036104464636985 |  2.5540000000000003 |       1 |   heasarc_mwsc |
|           DBSB 46 |  10 |  29 | 28.0 |   - |  57 |  25 |   5 | 99 | -99.0 | -99.0 | 12.045436847239174 |               2.565 |       1 |   heasarc_mwsc |
|         Loden 467 |  11 |  45 | 30.0 |   - |  62 |  26 |   0 | 99 | -99.0 | -99.0 |  12.04882052133173 |               2.569 |       1 |   heasarc_mwsc |
|          Graham 1 |  10 |  56 | 32.0 |   - |  63 |   1 |   0 | 99 | -99.0 | -99.0 | 12.055572092754524 |               2.577 |       1 |   heasarc_mwsc |
|     Collinder 271 |  13 |  30 |  7.0 |   - |  64 |  12 |   0 | 99 | -99.0 | -99.0 | 12.064821359983313 |               2.588 |       1 |   heasarc_mwsc |
|          FSR 0189 |  20 |   9 | 50.0 |   + |  32 |  54 |   6 | 99 | -99.0 | -99.0 | 12.064821359983313 |               2.588 |       1 |   heasarc_mwsc |
|        Teutsch 10 |   5 |  44 | 26.0 |   + |  28 |  49 |   5 | 99 | -99.0 | -99.0 | 12.074866739854087 |                 2.6 |       1 |   heasarc_mwsc |
|   IRAS 05439+3035 |   5 |  47 | 20.0 |   + |  30 |  36 |   0 | 99 | -99.0 | -99.0 | 12.074866739854087 |                 2.6 |       1 |   heasarc_mwsc |
|          NGC 2866 |   9 |  22 |  7.0 |   - |  51 |   6 |   0 | 99 | -99.0 | -99.0 | 12.074866739854087 |                 2.6 |       1 |   heasarc_mwsc |
|          DBSB 177 |  17 |   4 | 17.0 |   - |  42 |  20 |   0 | 99 | -99.0 | -99.0 | 12.075701760979364 |               2.601 |       1 |   heasarc_mwsc |
|          NGC 2345 |   7 |   8 | 15.0 |   - |  13 |  12 |   0 | 99 | -99.0 | -99.0 | 12.079038638177718 |               2.605 |       1 |   heasarc_mwsc |
|          Loden 27 |  10 |  11 |  2.0 |   - |  56 |  35 |   2 | 99 | -99.0 | -99.0 | 12.098126804438717 |               2.628 |       1 |   heasarc_mwsc |
|         Loden 991 |  13 |  45 | 16.0 |   - |  62 |   2 |   1 | 99 | -99.0 | -99.0 | 12.098126804438717 |               2.628 |       1 |   heasarc_mwsc |
|          DBSB 115 |  16 |  59 | 15.0 |   - |  40 |   7 |   2 | 99 | -99.0 | -99.0 | 12.098126804438717 |               2.628 |       1 |   heasarc_mwsc |
|          FSR 0165 |  19 |  58 |  3.0 |   + |  26 |  45 |   3 | 99 | -99.0 | -99.0 | 12.098126804438717 |               2.628 |       1 |   heasarc_mwsc |
|         Loden 821 |  13 |  24 | 14.0 |   - |  59 |  48 |   6 | 99 | -99.0 | -99.0 | 12.109664066392543 |               2.642 |       1 |   heasarc_mwsc |
|          FSR 1412 |   8 |  37 | 17.0 |   - |  44 |   7 |   9 | 99 | -99.0 | -99.0 | 12.111307254068013 |               2.644 |       1 |   heasarc_mwsc |
|          FSR 0192 |  20 |   6 | 58.0 |   + |  33 |  49 |   4 | 99 | -99.0 | -99.0 |  12.11212838185602 |               2.645 |       1 |   heasarc_mwsc |
|           ASCC 70 |  12 |  14 | 49.0 |   - |  64 |  24 |   0 | 99 | -99.0 | -99.0 | 12.117867598663679 |               2.652 |       1 |   heasarc_mwsc |
|        Haffner 16 |   7 |  50 | 21.0 |   - |  25 |  27 |   4 | 99 | -99.0 | -99.0 | 12.119504592642084 |               2.654 |       1 |   heasarc_mwsc |
|           BDSB 90 |   6 |  59 | 38.0 |   - |   4 |  51 |   6 | 99 | -99.0 | -99.0 | 12.125224372756943 |               2.661 |       1 |   heasarc_mwsc |
|          FSR 0142 |  19 |  35 | 35.0 |   + |  20 |   7 |   5 | 99 | -99.0 | -99.0 |  12.13174286893754 |               2.669 |       1 |   heasarc_mwsc |
|       Trumpler 16 |  10 |  45 | 14.0 |   - |  59 |  43 |   2 | 99 | -99.0 | -99.0 | 12.133369440106865 |  2.6710000000000003 |       1 |   heasarc_mwsc |
|       Ruprecht 90 |  10 |  31 | 44.0 |   - |  58 |  15 |   0 | 99 | -99.0 | -99.0 | 12.142293867577902 |               2.682 |       1 |   heasarc_mwsc |
|           ASCC 63 |  10 |  55 | 55.0 |   - |  60 |  24 |   9 | 99 | -99.0 | -99.0 | 12.145530041663484 |               2.686 |       1 |   heasarc_mwsc |
|           Sco OB5 |  17 |  52 | 26.0 |   - |  38 |  38 |   1 | 99 | -99.0 | -99.0 | 12.152793847613786 |               2.695 |       1 |   heasarc_mwsc |
|          FSR 1531 |  10 |  18 | 59.0 |   - |  56 |  10 |   2 | 99 | -99.0 | -99.0 | 12.164846454372029 |                2.71 |       1 |   heasarc_mwsc |
|         DB2001 42 |  17 |  44 | 53.0 |   - |  29 |  40 |   8 | 99 | -99.0 | -99.0 | 12.178425689708149 |               2.727 |       1 |   heasarc_mwsc |
|        Teutsch 13 |   6 |  43 | 55.0 |   + |   1 |  23 |   7 | 99 | -99.0 | -99.0 | 12.199031056966653 |               2.753 |       1 |   heasarc_mwsc |
|          Bochum 2 |   6 |  48 | 50.0 |   + |   0 |  22 |   8 | 99 | -99.0 | -99.0 | 12.218661207007983 |               2.778 |       1 |   heasarc_mwsc |
|          Miller 1 |   9 |  25 | 41.0 |   - |  53 |  13 |   5 | 99 | -99.0 | -99.0 | 12.229577069755617 |  2.7920000000000003 |       1 |   heasarc_mwsc |
|           IC 2948 |  11 |  39 | 13.0 |   - |  63 |  30 |   6 | 99 | -99.0 | -99.0 | 12.232685835368219 |  2.7960000000000003 |       1 |   heasarc_mwsc |
|           Hogg 22 |  16 |  46 | 37.0 |   - |  47 |   5 |   4 | 99 | -99.0 | -99.0 | 12.235014492330812 |               2.799 |       1 |   heasarc_mwsc |
|        Dolidze 25 |   6 |  45 |  7.0 |   + |   0 |  14 |   4 | 99 | -99.0 | -99.0 | 12.235790156711097 |  2.8000000000000003 |       1 |   heasarc_mwsc |
|          FSR 0812 |   5 |  38 |  8.0 |   + |  31 |  44 |   4 | 99 | -99.0 | -99.0 | 12.236565544117841 |               2.801 |       1 |   heasarc_mwsc |
|          BDSB 102 |  17 |  32 | 56.0 |   - |  32 |  34 |   2 | 99 | -99.0 | -99.0 |  12.26429667897926 |               2.837 |       1 |   heasarc_mwsc |
|          Ivanov 9 |   6 |  59 | 44.0 |   - |   4 |   4 |   0 | 99 | -99.0 | -99.0 | 12.265826962629287 |               2.839 |       1 |   heasarc_mwsc |
|          BDSB 127 |  18 |  53 | 20.0 |   + |   1 |  14 |   8 | 99 | -99.0 | -99.0 | 12.271174478741326 |               2.846 |       1 |   heasarc_mwsc |
|        Haffner 18 |   7 |  52 | 39.0 |   - |  26 |  22 |   8 | 99 | -99.0 | -99.0 | 12.278791015520685 |               2.856 |       1 |   heasarc_mwsc |
|        ESO 430-14 |   8 |   3 | 34.0 |   - |  31 |  24 |   9 | 99 | -99.0 | -99.0 | 12.281830165645214 |                2.86 |       1 |   heasarc_mwsc |
|           DBSB 99 |  16 |  13 |  1.0 |   - |  50 |  23 |   4 | 99 | -99.0 | -99.0 | 12.287138464732422 |               2.867 |       1 |   heasarc_mwsc |
|          NGC 2414 |   7 |  33 |  9.0 |   - |  15 |  27 |   3 | 99 | -99.0 | -99.0 | 12.292433818991032 |               2.874 |       1 |   heasarc_mwsc |
|          FSR 0894 |   6 |   4 |  6.0 |   + |  20 |  16 |   8 | 99 | -99.0 | -99.0 | 12.301481633787375 |               2.886 |       1 |   heasarc_mwsc |
|          FSR 1402 |   9 |   5 | 46.0 |   - |  37 |  52 |   5 | 99 | -99.0 | -99.0 | 12.303737709220986 |  2.8890000000000002 |       1 |   heasarc_mwsc |
|          NGC 2265 |   6 |  41 | 45.0 |   + |  11 |  54 |   6 | 99 | -99.0 | -99.0 | 12.305991443112465 |               2.892 |       1 |   heasarc_mwsc |
|        ESO 332-13 |  16 |  56 | 40.0 |   - |  40 |  34 |   5 | 99 | -99.0 | -99.0 | 12.319464944929535 |                2.91 |       1 |   heasarc_mwsc |
|          NGC 6904 |  20 |  21 | 50.0 |   + |  25 |  44 |   1 | 99 | -99.0 | -99.0 | 12.326914257242091 |                2.92 |       1 |   heasarc_mwsc |
|       Ruprecht 94 |  11 |  30 | 32.0 |   - |  63 |  28 |   8 | 99 | -99.0 | -99.0 | 12.335819829845452 |               2.932 |       1 |   heasarc_mwsc |
| vdBergh-Hagen 121 |  11 |  38 |  6.0 |   - |  63 |  20 |   3 | 99 | -99.0 | -99.0 |    12.339519732614 |  2.9370000000000003 |       1 |   heasarc_mwsc |
|          FSR 0039 |  18 |   7 |  3.0 |   - |  19 |  54 |   6 | 99 | -99.0 | -99.0 | 12.341736652060785 |                2.94 |       1 |   heasarc_mwsc |
|           ASCC 75 |  13 |  47 | 15.0 |   - |  62 |  24 |   0 | 99 | -99.0 | -99.0 |  12.34763739593507 |               2.948 |       1 |   heasarc_mwsc |
|        Teutsch 45 |   5 |  42 | 36.0 |   + |  30 |  58 |   4 | 99 | -99.0 | -99.0 | 12.384882328797634 |               2.999 |       1 |   heasarc_mwsc |
|          NGC 1931 |   5 |  31 | 23.0 |   + |  34 |  14 |   0 | 99 | -99.0 | -99.0 | 12.386329977124262 |               3.001 |       1 |   heasarc_mwsc |
|           ASCC 45 |   8 |  15 | 38.0 |   - |  35 |  38 |   4 | 99 | -99.0 | -99.0 | 12.386329977124262 |               3.001 |       1 |   heasarc_mwsc |
|         Loden 153 |  10 |  34 | 41.0 |   - |  58 |   7 |   8 | 99 | -99.0 | -99.0 |  12.39643658238085 |               3.015 |       1 |   heasarc_mwsc |
|          Bochum 1 |   6 |  25 | 17.0 |   + |  19 |  46 |   8 | 99 | -99.0 | -99.0 | 12.432152394272169 |               3.065 |       1 |   heasarc_mwsc |
|           Hogg 15 |  12 |  43 | 35.0 |   - |  63 |   5 |   9 | 99 | -99.0 | -99.0 | 12.441343077477299 |               3.078 |       1 |   heasarc_mwsc |
|          BDSB 164 |  17 |  25 | 32.0 |   - |  36 |  22 |   0 | 99 | -99.0 | -99.0 | 12.481187725833674 |  3.1350000000000002 |       1 |   heasarc_mwsc |
|          FSR 0928 |   6 |   4 | 24.0 |   + |  15 |  25 |   2 | 99 | -99.0 | -99.0 | 12.488103248906441 |               3.145 |       1 |   heasarc_mwsc |
|      Ruprecht 154 |   8 |   1 | 44.0 |   - |  44 |  25 |   4 | 99 | -99.0 | -99.0 | 12.498435413092018 |                3.16 |       1 |   heasarc_mwsc |
|       Patchick 94 |  16 |  29 | 36.0 |   - |  47 |  18 |   0 | 99 | -99.0 | -99.0 | 12.510769464356805 |               3.178 |       1 |   heasarc_mwsc |
|           DBSB 51 |  10 |  33 |  2.0 |   - |  59 |  36 |   9 | 99 | -99.0 | -99.0 | 12.518272596214796 |               3.189 |       1 |   heasarc_mwsc |
|          FSR 1406 |   8 |  38 | 17.0 |   - |  42 |  21 |   0 | 99 | -99.0 | -99.0 |  12.53117179806063 |               3.208 |       1 |   heasarc_mwsc |
|          FSR 1527 |  10 |   6 | 32.0 |   - |  57 |  24 |   8 | 99 | -99.0 | -99.0 | 12.564755399862452 |               3.258 |       1 |   heasarc_mwsc |
|          DBSB 131 |  13 |  11 | 39.0 |   - |  62 |  33 |   2 | 99 | -99.0 | -99.0 | 12.591253256542501 |               3.298 |       1 |   heasarc_mwsc |
|          NGC 1893 |   5 |  22 | 50.0 |   + |  33 |  25 |   8 | 99 | -99.0 | -99.0 | 12.592569699389436 |  3.3000000000000003 |       1 |   heasarc_mwsc |
|          NGC 6222 |  16 |  50 | 28.0 |   - |  44 |  43 |   8 | 99 | -99.0 | -99.0 | 12.597827504402545 |  3.3080000000000003 |       1 |   heasarc_mwsc |
|          Sh2 287C |   6 |  59 | 37.0 |   - |   4 |  40 |   0 | 99 | -99.0 | -99.0 | 12.621331343834893 |               3.344 |       1 |   heasarc_mwsc |
|          NGC 6216 |  16 |  49 | 21.0 |   - |  44 |  43 |   2 | 99 | -99.0 | -99.0 | 12.628462622525053 |               3.355 |       1 |   heasarc_mwsc |
|          DBSB 159 |  16 |   6 | 23.0 |   - |  50 |  43 |   5 | 99 | -99.0 | -99.0 |  12.63040345901015 |               3.358 |       1 |   heasarc_mwsc |
|            DBSB 3 |   7 |  10 | 19.0 |   - |  18 |  29 |   2 | 99 | -99.0 | -99.0 |  12.63169638694922 |                3.36 |       1 |   heasarc_mwsc |
|           DBSB 83 |  13 |  11 | 20.0 |   - |  62 |  45 |   3 | 99 | -99.0 | -99.0 |  12.63169638694922 |                3.36 |       1 |   heasarc_mwsc |
|      Ruprecht 141 |  18 |  31 | 19.0 |   - |  12 |  19 |   6 | 99 | -99.0 | -99.0 | 12.645225853828844 |  3.3810000000000002 |       1 |   heasarc_mwsc |
|   IRAS 15015-5720 |  15 |   5 | 18.0 |   - |  57 |  31 |   7 | 99 | -99.0 | -99.0 |  12.65163894889043 |               3.391 |       1 |   heasarc_mwsc |
|        Loden 1373 |  14 |  41 | 35.0 |   - |  62 |  53 |   4 | 99 | -99.0 | -99.0 | 12.665045112477426 |               3.412 |       1 |   heasarc_mwsc |
|          BDSB 156 |  19 |  31 | 44.0 |   + |  18 |  40 |   8 | 99 | -99.0 | -99.0 |  12.68720641703974 |               3.447 |       1 |   heasarc_mwsc |
|          FSR 0900 |   6 |   6 | 28.0 |   + |  19 |  13 |   6 | 99 | -99.0 | -99.0 | 12.698516194739128 |               3.465 |       1 |   heasarc_mwsc |
|          DBSB 106 |  16 |  54 | 22.0 |   - |  45 |  17 |   9 | 99 | -99.0 | -99.0 | 12.714127134795898 |                3.49 |       1 |   heasarc_mwsc |
|           DBSB 45 |  10 |  19 | 10.0 |   - |  58 |   2 |   7 | 99 | -99.0 | -99.0 | 12.715371175167661 |               3.492 |       1 |   heasarc_mwsc |
|         Alessi 59 |   6 |  52 | 21.0 |   + |   2 |  11 |   4 | 99 | -99.0 | -99.0 | 12.727154147326758 |               3.511 |       1 |   heasarc_mwsc |
|           BDSB 18 |  20 |   1 |  8.0 |   + |  33 |  11 |   3 | 99 | -99.0 | -99.0 | 12.731479175607213 |  3.5180000000000002 |       1 |   heasarc_mwsc |
|          NGC 6480 |  17 |  54 | 34.0 |   - |  30 |  26 |   5 | 99 | -99.0 | -99.0 | 12.761515546691772 |               3.567 |       1 |   heasarc_mwsc |
| vdBergh-Hagen 151 |  13 |  40 | 16.0 |   - |  61 |  43 |   8 | 99 | -99.0 | -99.0 | 12.764557251082543 |               3.572 |       1 |   heasarc_mwsc |
|          Turner 6 |  10 |  59 |  1.0 |   - |  59 |  29 |   0 | 99 | -99.0 | -99.0 | 12.781512503836435 |                 3.6 |       1 |   heasarc_mwsc |
|       Ruprecht 55 |   8 |  12 | 34.0 |   - |  32 |  36 |   3 | 99 | -99.0 | -99.0 | 12.805506918245278 |                3.64 |       1 |   heasarc_mwsc |
|  vdBergh-Hagen 55 |   8 |  56 | 11.0 |   - |  39 |  30 |   6 | 99 | -99.0 | -99.0 | 12.806699707294506 |               3.642 |       1 |   heasarc_mwsc |
|          FSR 1297 |   7 |  23 | 58.0 |   - |  25 |  54 |   0 | 99 | -99.0 | -99.0 | 12.813842715082593 |               3.654 |       1 |   heasarc_mwsc |
|           DBSB 60 |  11 |   5 | 37.0 |   - |  62 |  29 |   1 | 99 | -99.0 | -99.0 | 12.864358011002402 |                3.74 |       1 |   heasarc_mwsc |
|          NGC 2401 |   7 |  29 | 24.0 |   - |  13 |  58 |   3 | 99 | -99.0 | -99.0 | 12.886309767929074 |               3.778 |       1 |   heasarc_mwsc |
|          DBSB 175 |  16 |  52 | 35.0 |   - |  43 |  23 |   8 | 99 | -99.0 | -99.0 | 12.897774802004992 |               3.798 |       1 |   heasarc_mwsc |
|          FSR 0842 |   5 |  34 | 23.0 |   + |  25 |  33 |   8 | 99 | -99.0 | -99.0 |  12.90804183016029 |  3.8160000000000003 |       1 |   heasarc_mwsc |
|          NGC 2439 |   7 |  40 | 48.0 |   - |  31 |  42 |   3 | 99 | -99.0 | -99.0 | 12.918260542710218 |               3.834 |       1 |   heasarc_mwsc |
|          DBSB 157 |  16 |  12 | 20.0 |   - |  51 |  46 |   3 | 99 | -99.0 | -99.0 | 12.964767857739329 |  3.9170000000000003 |       1 |   heasarc_mwsc |
|          FSR 0190 |  20 |   5 | 29.0 |   + |  33 |  34 |   0 | 99 | -99.0 | -99.0 | 12.968644993539556 |               3.924 |       1 |   heasarc_mwsc |
|          Loden 28 |  10 |   3 | 13.0 |   - |  58 |   7 |   5 | 99 | -99.0 | -99.0 | 12.995592825276812 |               3.973 |       1 |   heasarc_mwsc |
|     NGC 2467-east |   7 |  52 | 35.0 |   - |  26 |  25 |   9 | 99 | -99.0 | -99.0 | 13.011927950525525 |               4.003 |       1 |   heasarc_mwsc |
|       Ruprecht 59 |   8 |  19 | 21.0 |   - |  34 |  29 |   7 | 99 | -99.0 | -99.0 | 13.012470344036405 |  4.0040000000000004 |       1 |   heasarc_mwsc |
|           DBSB 89 |  14 |  45 |  2.0 |   - |  59 |  50 |   0 | 99 | -99.0 | -99.0 | 13.047438449266426 |               4.069 |       1 |   heasarc_mwsc |
|          DBSB 167 |  16 |  23 | 26.0 |   - |  49 |  32 |   7 | 99 | -99.0 | -99.0 | 13.051170876671947 |  4.0760000000000005 |       1 |   heasarc_mwsc |
|       Ruprecht 77 |   9 |  27 | 11.0 |   - |  55 |   7 |   4 | 99 | -99.0 | -99.0 |  13.05808555277168 |               4.089 |       1 |   heasarc_mwsc |
|          Lynga 11 |  16 |  38 |  8.0 |   - |  46 |  17 |   7 | 99 | -99.0 | -99.0 | 13.064448846437426 |               4.101 |       1 |   heasarc_mwsc |
