LMC0121  0.10  0.28   7.30      1  4 50 42 -66 13 50 14.42  0.13 KMHK138
LMC0125  0.25  0.22   7.70      1  4 50 57 -69 07 25 13.73  0.12 BSDL94
LMC0127  0.05  0.52   8.00      1  4 50 59 -69 38 13 12.53  0.10 SL58,KMHK153
LMC0128* 0.08  0.41   7.70      3  4 51 01 -69 23 10 15.83  0.12 BSDL96
LMC0129  0.10  0.52   8.40      2  4 51 03 -69 14 54 13.82  0.12 HS39,KMHK154
LMC0130  0.05  0.35   8.40      2  4 51 11 -67 32 05 14.70  0.12 HS38,KMHK148
LMC0131  0.05  0.38   8.40      2  4 51 12 -69 58 17 15.74  0.11 HS40,KMHK159
LMC0133* 0.09  0.24   7.60      1  4 51 23 -69 35 04 13.73  0.10 KMHK164
LMC0134  0.08  0.47   8.65      1  4 51 39 -70 39 18 15.52  0.12 KMHK170
LMC0135  0.11  0.33   8.20      1  4 51 40 -68 46 00 14.26  0.12 HS43,H88-6,H80F1-5,KMHK167
LMC0136  0.02  0.36   8.80      3  4 51 41 -72 13 13 19.73  0.12 KMHK183
LMC0141  0.05  0.48   8.40      1  4 52 03 -65 36 16 15.36  0.13 SL62,LW80,KMHK165
LMC0145  0.02  0.49  >8.80      3  4 52 25 -65 24 31 18.67  0.16 SL63,LW81,KMHK175
LMC0146  0.02  0.30   7.90      2  4 52 29 -68 49 41 13.45  0.12 H88-12,H80F1-11,KMHK189
LMC0150  0.05  0.45   8.30      1  4 52 42 -68 46 54 13.82  0.12 HS52,KMHK193
LMC0151  0.05  0.35   8.30      2  4 52 44 -66 53 03 14.95  0.12 HS51,KMHK190
LMC0153  0.15  0.30   8.60      1  4 52 45 -66 29 31 15.71  0.12 HS50,KMHK185
LMC0155  0.20  0.60   8.30      3  4 52 53 -71 39 32 13.61  0.12 SL79,LW85,KMHK213
LMC0157  0.15  0.67   8.10      2  4 52 54 -68 55 08 12.58  0.12 SL75,KMHK199
LMC0158  0.15  0.31   8.30      1  4 52 55 -67 26 58 14.27  0.11 SL71,KMHK194
LMC0159  0.05  0.33   7.70      2  4 52 59 -69 22 03 13.14  0.12 KMHK205
LMC0160* 0.03  0.38   7.95      3  4 52 60 -69 37 25 12.64  0.10 KMHK207
LMC0162  0.05  0.26   8.00      2  4 53 04 -66 13 36 15.06  0.12 KMHK195
LMC0163  0.25  0.62   8.10      2  4 53 09 -68 12 41 11.79  0.10 SL76,KMHK206
LMC0165* 0.15  0.52   7.70      1  4 53 11 -68 39 01 12.05  0.12 NGC1732,SL77,ESO56SC17,KMHK209
LMC0166  0.15  0.17   7.60      1  4 53 27 -68 57 15 14.89  0.12 H88-14,H80F1-13
LMC0167* 0.10  0.28   7.80      2  4 53 29 -68 45 53 14.27  0.12 BSDL169
LMC0168* 0.05  0.57   8.30      2  4 53 33 -68 46 05 12.91  0.12 NGC1734,SL83,ESO56SC18,KMHK221
LMC0169* 0.05  0.34   6.80      3  4 53 35 -66 55 25 12.29  0.12 KMHK212
LMC0170  0.09  0.25   8.70      3  4 53 36 -67 38 19 14.94  0.12 BSDL167
LMC0171  0.05  0.43   8.10      1  4 53 44 -66 36 50 13.71  0.11 KMHK215
LMC0172  0.05  0.25   7.90      2  4 53 49 -66 49 20 14.53  0.12 KMHK222
LMC0174  0.05  0.28   8.50      2  4 54 00 -68 37 57 15.41  0.12 H88-17,H80F1-14,KMHK230
LMC0175  0.05  0.38   7.20      3  4 54 01 -69 59 46 12.28  0.11 KMHK237
LMC0181  0.05  0.25   7.60      2  4 54 12 -66 14 55 13.27  0.12 HS58,KMHK226
LMC0183  0.009 0.82   7.70      1  4 54 20 -67 06 01 10.71  0.10 NGC1735,SL86,ESO85SC15,KMHK234
LMC0186  0.13  0.43   7.90      2  4 54 26 -68 27 39 13.85  0.11 KMHK245
LMC0187  0.15  0.28   7.80      1  4 54 27 -68 31 02 13.16  0.12 H88-20,H80F1-16,KMHK244
LMC0189  0.15  0.60   8.00      1  4 54 42 -71 15 30 13.27  0.11 SL95,KMHK269
LMC0190  0.03  0.33   7.90      1  4 54 42 -69 03 34 12.64  0.12 KMHK251
LMC0191* 0.05  0.43   8.00      2  4 54 44 -68 58 56 14.62  0.12 HS60,BRHT43a,KMHK252
LMC0192  0.03  0.52   8.10      1  4 54 45 -70 22 53 14.36  0.12 SL100,BH27C1,KMHK265
LMC0193  0.05  0.28   8.10      2  4 54 45 -69 49 26 15.40  0.09 KMHK258
LMC0196  0.12  0.50   8.10      1  4 54 54 -71 23 27 14.53  0.12 SL103,KMHK277
LMC0198* 0.05  0.41   7.50      1  4 54 56 -70 36 15 13.58  0.12 SL102,HS62,BRHT44a,KMHK275
LMC0200  0.20  0.70   8.10      1  4 54 56 -68 11 20 13.42  0.10 NGC1749,SL93,ESO56SC26,KMHK254
LMC0202  0.05  0.41   8.70      1  4 55 01 -67 42 51 15.53  0.11 SL96,H88-25,KMHK256
LMC0203  0.08  0.33   7.50      2  4 55 04 -69 27 43 13.32  0.11 KMHK271
LMC0204  0.08  0.25   7.50      1  4 55 05 -69 03 29 12.30  0.12 KMHK270
LMC0205  0.05  0.80   7.70      1  4 55 06 -69 40 26 11.32  0.09 SL106,KMHK276
LMC0207* 0.03  0.25   8.55      1  4 55 07 -70 35 31 17.10  0.12 BRHT44b
LMC0209  0.03  0.31   8.30      1  4 55 09 -68 41 45 14.23  0.12 H88-28,H80F1-22
LMC0210  0.03  0.43   7.80      2  4 55 09 -67 03 13 13.91  0.10 SL101,KMHK261
LMC0211* 0.05  0.38   8.30      2  4 55 11 -67 29 51 15.65  0.12 HS61,KMHK266
LMC0212  0.05  0.49   8.40      1  4 55 14 -71 06 16 14.84  0.11 SL108,KMHK287
LMC0213  0.30  1.02   7.40      1  4 55 14 -68 12 17  9.385 0.10 NGC1755,SL99,ESO56SC28,KMHK272
LMC0215  0.08  0.38   7.70      3  4 55 17 -66 48 21 12.82  0.12 KMHK267
LMC0218  0.10  0.70   8.00      1  4 55 24 -68 32 29 12.05  0.12 SL105,KMHK280
LMC0219  0.10  0.31   7.70      1  4 55 24 -67 03 42 13.16  0.10 KMHK273
LMC0220* 0.15  0.20   8.20      2  4 55 26 -68 50 20 15.11  0.12 H88-30,H80F1-24
LMC0222  0.10  0.30   8.00      2  4 55 27 -70 53 33 14.46  0.10 HS67,KMHK296
LMC0224  0.15  0.44   8.10      1  4 55 30 -68 53 01 13.76  0.12 HS65,H88-31,H80F1-25,KMHK283
LMC0226* 0.08  0.50   7.50      1  4 55 32 -69 29 45 12.58  0.11 SL109,KMHK290
LMC0227* 0.15  0.25   7.40      1  4 55 32 -69 30 38 12.32  0.11 KMHK289
LMC0228  0.10  0.52   7.20      1  4 55 35 -69 26 53 10.72  0.11 KMHK292
LMC0229  0.10  0.57   8.50      3  4 55 39 -70 32 48 13.67  0.12 KMHK300
LMC0233* 0.08  0.57   8.10      1  4 55 42 -71 25 01 12.81  0.12 SL111,BRHT25a,KMHK303
LMC0234  0.08  0.40   8.10      1  4 55 44 -69 09 24 13.47  0.12 SL110,KMHK294
