SR2252  2.820 0.460  0.000 0.166 4.186 0.045
SR2284  1.120 0.205  0.176 0.150 5.256 0.071
SR2285  0.355 0.155 -0.699 0.772 3.608 0.005
SR2286  0.045 0.026 -2.301 0.150 3.262 0.092
SR2290  1.780 0.210  0.398 0.238 5.168 0.016
SR2291  0.022 0.004 -1.000 0.316 2.606 0.133
SR2295  1.580 0.260  0.477 0.040 5.410 0.045
SR2298  0.028 0.014 -1.155 0.223 3.023 0.135
SR2300  3.550 1.250 -2.301 0.150 5.041 0.076
SR2311  0.251 0.110 -0.523 1.000 3.270 0.059
SR2313  2.000 0.230  0.477 0.040 4.965 0.108
SR2321  0.004 0.002 -1.602 0.122 2.869 0.205
SR2330 11.200 2.330 -0.699 0.588 5.957 0.018
SR2333 12.600 0.700  0.477 0.040 6.153 0.000
SR2336  1.410 0.160 -1.699 0.350 4.662 0.005
SR2354  0.020 0.002 -1.456 0.223 2.931 0.033
SR2356  0.032 0.011  0.477 0.150 2.728 0.071
SR2367  7.080 2.765 -2.301 0.150 4.313 0.019
SR2373  0.040 0.007 -1.602 0.122 3.066 0.134
SR2407  7.080 3.795 -2.301 0.238 5.073 0.161
SR2420 12.600 0.700  0.477 0.040 6.220 0.017
SR2439  1.000 0.233  0.301 0.199 5.047 0.090
SR2442 10.000 2.760 -0.824 0.199 4.901 0.052
SR2443 12.600 1.300  0.398 0.150 6.024 0.003
SR2460  1.780 0.210  0.477 0.040 4.764 0.323
SR2478 12.600 0.700  0.477 0.040 5.153 0.115
SR2483 12.600 1.300  0.301 0.111 6.094 0.006
SR2541 12.600 0.700  0.477 0.040 5.182 0.032
SR0284  2.000 0.230  0.477 0.040 5.043 0.104
SR0316  1.580 0.185 -0.824 0.150 4.479 0.673
SR0346  2.510 0.410 -0.398 0.850 4.457 0.042
SR0394  1.260 0.230  0.301 0.150 4.949 0.137
SR0405  1.580 0.415 -2.301 0.150 3.711 0.161
SR0425 12.600 1.300  0.398 0.150 5.341 0.043
SR0578  1.000 0.163 -0.155 0.199 4.750 0.088
SR0608  3.980 0.460  0.477 0.040 4.661 0.138
SR0612  0.050 0.018 -1.602 0.122 3.239 0.148
SR0621 12.600 1.845 -0.022 0.287 5.522 0.033
SR0649  1.410 0.230  0.301 0.238 5.232 0.053
SR0651  2.240 0.520 -2.301 0.150 4.277 0.070
SR0658  0.010 0.005  0.398 1.088 2.632 0.047
SR0660  7.940 3.795 -2.301 0.150 4.867 0.023
SR0665  0.079 0.098 -0.824 0.889 3.245 0.045
SR0667  0.355 0.215 -1.824 0.350 3.352 0.158
SR0668 12.600 0.700  0.301 0.111 6.166 0.069
SR0682  3.550 1.385 -2.301 0.150 4.504 0.072
SR0683  3.980 0.460  0.477 0.040 4.870 0.076
SR0689  8.910 3.795 -1.824 0.350 4.504 0.030
SR0693  0.040 0.009  0.477 0.040 2.645 0.039
SR0695  1.780 0.210  0.477 0.040 5.564 0.195
SR0708  0.020 0.002 -0.824 0.150 2.546 0.073
SR0714 11.200 1.300 -1.602 0.122 5.793 0.059
SR0716  0.089 0.068 -1.602 0.122 3.327 0.035
SR0722  0.562 0.220 -1.602 0.850 4.480 0.101
SR0729  1.260 0.205 -0.398 0.301 4.598 0.080
SR0732  1.780 0.330  0.477 0.040 4.745 0.164
SR0734  0.891 0.163  0.176 0.150 4.821 0.087
SR0735  0.036 0.012 -1.456 0.223 3.211 0.030
SR0752  0.004 0.002 -1.602 0.122 2.572 0.235
SR0755  0.018 0.002 -0.071 0.051 3.282 0.167
SR0759  1.260 0.230  0.398 0.088 5.035 0.072
SR0760  0.006 0.002  0.301 0.111 2.836 0.096
SR0785  1.260 0.205 -0.125 0.287 5.187 0.059
SR0791  4.470 1.575 -2.301 0.150 4.733 0.004
SR0805  0.891 0.206 -0.125 0.287 5.173 0.155
SR0810  0.007 0.002  0.301 0.111 2.379 0.079
SR0811  2.820 0.870 -2.301 0.150 4.817 0.000
SR0814  3.550 1.115 -2.301 0.150 5.007 0.001
SR0817  0.040 0.038 -1.602 0.122 3.668 0.088
SR0823  0.447 0.229 -1.602 0.122 3.971 0.026
SR0826  1.260 0.230  0.398 0.150 4.977 0.063
SR0830  0.891 0.103  0.176 0.150 4.678 0.070
SR0835  0.251 0.110 -1.602 0.122 3.877 0.086
SR0837 12.600 1.300 -0.155 0.199 5.844 0.031
SR0840  0.025 0.004 -0.699 0.111 3.100 0.064
SR0846 10.000 2.760 -2.000 0.301 5.576 0.010
SR0847  0.020 0.004 -1.602 0.122 2.966 0.127
SR0849 12.600 0.700  0.477 0.040 5.403 0.035
SR0851  0.013 0.008 -1.602 0.122 2.884 0.124
SR0852  0.071 0.022 -2.301 0.238 3.218 0.046
SR0856  0.020 0.005 -0.398 0.262 3.081 0.138
SR0858  0.022 0.005 -1.602 0.122 2.868 0.101
SR0861  0.040 0.004 -1.602 0.122 3.618 0.126
SR0863  7.940 3.490 -2.301 0.150 5.689 0.022
SR0871  1.580 0.295 -2.301 0.150 4.846 0.005
SR0875 12.600 2.330 -1.155 0.316 4.791 0.082
SR0883  0.063 0.022 -1.602 0.122 3.159 0.146
SR0889  7.080 4.065 -2.301 0.238 5.717 0.020
SR0891  2.000 0.230  0.477 0.040 5.219 0.095
SR0893  1.260 0.145 -2.000 0.301 4.213 0.063
SR0895  0.282 0.065  0.301 0.539 3.872 0.083
SR0902  3.980 0.460  0.477 0.040 4.654 0.029
SR0904 11.200 3.490 -2.301 0.150 4.779 0.055
SR0908  2.000 0.465 -2.301 0.150 4.102 0.089
SR0912 10.000 2.760 -2.000 0.301 4.735 0.029
SR0914  0.891 0.244 -1.456 0.412 3.631 0.087
SR0919  0.020 0.004  0.176 0.238 3.315 0.057
SR0930  0.100 0.065 -1.602 0.122 3.310 0.145
SR0936 12.600 1.300  0.000 0.124 5.260 0.109
SR0939  1.260 0.205 -0.301 0.301 4.441 0.003
SR0940  4.470 1.900 -1.699 0.423 5.718 0.016
SR0941  5.010 1.765 -2.301 0.150 5.073 0.007
SR0946  0.100 0.035 -2.000 0.301 3.500 0.043
SR0947  0.112 0.031 -2.301 0.150 3.446 0.053
SR0953  0.891 0.163  0.176 0.150 4.699 0.181
SR0955  0.025 0.005 -0.699 0.650 2.824 0.065
SR0956  5.010 1.765 -2.301 0.150 4.952 0.023
SR0960  0.036 0.017 -1.000 0.816 3.246 0.094
SR0962 12.600 0.700  0.477 0.040 6.604 0.048
SR0968  0.178 0.056  0.477 0.040 3.958 0.078
SR0972  2.000 0.780 -1.602 0.122 4.675 0.078
SR0980  2.000 0.465 -0.824 0.350 4.858 0.184
SR0981  0.355 0.215 -2.301 0.238 4.165 0.165
SR0983  0.004 0.003 -1.602 1.389 3.022 0.058
SR0986  0.398 0.157 -2.301 0.150 4.898 0.142
SM 100  0.891 0.314 -1.301 0.389 3.510 0.162
SM 120  2.510 0.410 -0.301 0.850 4.388 1.081
SM 127  5.010 1.765 -2.301 0.238 4.812 0.981
SM 142  7.940 2.790 -2.301 0.150 4.800 0.981
SM 161  0.025 0.003 -0.699 0.111 2.975 0.090
SM 166 12.600 0.700  0.477 0.040 5.125 0.121
SM 182  8.910 3.490 -1.824 0.350 4.988 0.189
SM 189  0.501 0.176 -0.301 0.938 3.530 0.837
SM 193  7.080 3.365 -2.301 0.150 4.354 0.891
SM 196 12.600 2.330 -1.699 0.199 4.487 0.180
SM 204  0.028 0.004 -0.301 0.441 2.906 0.109
SM 207  0.562 0.198 -1.000 0.378 3.876 0.209
SM 208  4.470 1.380 -2.301 0.238 4.654 0.215
SM 210  0.040 0.035 -0.523 1.088 2.777 0.200
SM 212 12.600 2.760 -2.301 0.238 4.982 0.188
SM 217  0.022 0.004 -0.699 0.588 2.930 0.146
SM 233 12.600 3.145 -1.824 0.350 5.381 0.216
SM 236  0.708 0.222 -1.699 0.199 3.901 0.151
SM 238  1.260 0.205 -0.523 0.772 4.245 0.466
SM 240  1.000 0.314 -2.000 0.301 4.059 0.175
SM 254  0.141 0.138 -1.000 0.938 3.135 0.271
SM 256  0.158 0.075 -1.699 0.573 3.153 0.295
SM 266  8.910 3.490 -1.824 0.350 4.688 0.190
SM 279 12.600 0.700  0.477 0.040 6.038 0.242
SM 287  0.008 0.001  0.301 0.111 2.749 0.088
SM 292  2.820 1.235 -2.000 0.301 4.833 0.225
SM 293  0.016 0.003  0.398 0.088 2.527 0.094
SM 296  3.550 1.690 -2.000 0.301 4.702 0.221
SM 320  0.022 0.004  0.000 0.150 3.943 0.123
SM 342  0.112 0.035 -2.301 0.150 3.480 0.160
SM 361  0.282 0.192 -1.699 0.573 3.494 0.274
SM 393  0.501 0.082  0.477 0.088 3.765 0.189
SM 003  1.780 0.330 -0.824 0.350 3.929 0.320
SM 405  0.178 0.062 -2.301 0.238 3.378 0.133
SM 411  0.794 0.146  0.000 0.166 4.013 0.134
SM 412  8.910 3.490 -2.301 0.150 4.858 0.171
SM 419  8.910 3.145 -1.456 0.412
SM 422  2.510 0.410  0.477 0.040 4.510 0.125
SM 452  1.260 0.145 -1.699 0.412 4.004 0.598
SM 468  3.160 1.385 -2.301 0.238 4.593 0.175
SM 469  2.510 0.410 -0.301 0.301 4.417 0.425
SM 485  0.891 0.163  0.301 0.150 3.726 0.146
SM 487  0.025 0.005 -0.699 0.111 2.485 0.114
SM 489 12.600 1.845 -1.456 0.301 4.901 0.116
SM 491  0.794 0.245 -1.301 0.316 3.582 0.159
SM 495  0.794 0.185  0.000 0.287 3.846 0.218
SM 506  0.316 0.139 -0.699 0.772 3.722 0.181
SM 514 11.200 3.795 -2.301 0.150 4.900 0.154
SM 517  3.550 1.250 -0.071 0.350 4.089 0.444
SM 518  1.120 0.259 -2.000 0.301 3.641 0.146
SM 519  0.355 0.204 -2.301 0.150 3.702 0.118
SM 520  1.780 0.415 -0.022 0.287 3.989 0.178
SM 521 11.200 2.760 -1.301 0.301 4.878 0.141
SM 522  0.018 0.003 -2.301 0.350 2.467 0.103
SM 527  2.510 0.990 -2.301 0.150 4.392 0.248
SM 529  3.160 1.115 -2.301 0.150 4.378 0.153
SM 535  0.251 0.145 -1.699 0.199 3.419 0.164
SM 536  0.022 0.004 -0.699 0.111 2.763 0.139
SM 540  2.820 0.460  0.000 0.166 4.484 0.126
SM 542 12.600 1.300  0.477 0.040 4.974 0.192
SM 546  3.550 1.745  0.000 0.213 4.861 0.413
SM 549  0.028 0.012  0.000 0.889 2.652 0.180
SM 552  1.780 0.295  0.477 0.088 4.016 0.131
SM 554  2.510 0.990 -2.301 0.238 4.423 0.250
SM 557  0.316 0.202 -1.301 0.389 4.092 0.302
SM 559  0.631 0.146  0.398 0.150 3.990 0.177
SM 561  0.631 0.301 -2.301 0.238 3.584 0.168
SM 562  0.025 0.004 -0.699 0.111 2.604 0.101
SM 569  6.310 2.220 -2.301 0.150 4.462 0.127
SM 574  0.501 0.116  0.176 0.199 4.056 0.128
SM 575  2.510 0.990 -2.301 0.150 4.337 0.246
SM 577  0.631 0.146  0.301 0.238 3.318 0.159
SM 578  0.562 0.104  0.176 0.199 3.352 0.110
SM 579  1.000 0.233 -2.000 0.238 3.705 0.140
SM 583 11.200 3.795  0.477 0.088
SM 586  0.022 0.005 -1.155 0.228 3.154 0.112
SM 591  0.025 0.004 -0.699 0.111 2.801 0.101
SM 592  2.510 0.775 -2.301 0.150 4.371 0.213
SM 593  1.000 0.233 -0.071 0.287 4.087 0.272
SM 595  1.780 0.550 -2.000 0.350 4.173 0.140
SM 597  7.080 4.065 -2.301 0.150 4.797 0.168
SM 061 11.200 3.145 -1.824 0.350 5.120 0.144
SM 071  2.820 0.460 -0.155 0.262 4.735 0.163
SM 076  0.020 0.004  0.176 0.238 2.503 0.098
SM 083  1.580 0.295 -2.301 0.150 4.158 0.115
SM 088  2.820 0.870 -2.301 0.238 4.482 0.153
